Request Id,prefill_time_execution_plus_preemption
4,0.3548258656427099
3,0.11938620794494881
5,0.23973162346366284
0,0.36448385954684537
1,0.38246632401474945
10,0.8391515704309107
14,0.4252090112908462
6,1.486761574873639
8,0.6398771993225729
2,0.3727426313349027
15,0.5897525747557886
7,1.8518152941327548
24,1.013995260433088
13,0.13671686973054875
26,0.11536401921816974
11,9.885360706847063
16,0.08498994280217076
9,1.0846875737403536
28,0.4788827007262455
33,0.5566261675817472
19,1.1297113296809727
17,0.7912043692241362
12,0.4560781078010656
20,1.9543560577076171
36,0.1714488197483277
25,4.093674025376956
22,0.36440944559126365
21,0.38280141292566583
34,1.9029300621693537
32,0.25565666957983524
31,0.9829692912810799
45,1.409351912208706
37,0.07990319208217045
41,0.9488868804376764
44,0.633342473343177
42,0.8015530398527417
43,0.08777122715417107
29,0.6571599354505793
35,1.1137533521540917
30,0.11126551281356001
47,0.08534375978776865
18,1.4100507782200786
57,0.3085050078532845
48,0.34150112058467386
23,0.7255990953389535
52,0.5640511881684063
39,0.1597543362923446
27,0.3484328796886871
38,0.21334770761112054
49,1.7429150161718212
56,0.7380530051099541
40,0.10627502218955698
63,0.08807528142617116
46,0.42259722152905255
67,1.6599145278884322
51,0.494365179318244
64,1.3200511369492887
65,0.1883312398077308
54,1.114951046343883
58,0.16105050934834253
73,2.0172126858401356
50,3.235709972129534
61,0.5091218224816245
55,2.158839908550945
59,0.08329223272217234
53,1.8062402762952061
71,0.7974906345680992
66,0.16096133533234536
60,0.949281957722313
79,0.10289647310615635
70,0.524928169069014
62,0.9046381463943121
69,0.5230907024450175
84,0.4966785851055846
75,2.918230099928522
74,0.15368839751293706
76,0.12844847857356
68,0.35425137671268203
88,0.6824433597065678
77,1.197803661116751
72,2.1316705920343537
83,1.167664647239775
86,0.27477716929791995
78,2.7418453026239575
82,0.8353516740195204
94,1.20480040045571
80,1.0375964524786951
81,0.5704355910392565
87,3.5841835458892035
85,0.6857626550299329
89,0.873712104958912
91,1.1668278678843365
90,4.457200052000644
93,2.2305751175291135
92,1.462072284615445
102,0.11513687998156286
108,0.9279208913908832
99,0.08157294901016598
96,1.9790665388413515
110,1.1567705476741423
95,9.332200044571763
113,0.6250365949797754
104,0.7487793808813308
115,0.09679948426349938
114,0.26426623800045945
109,0.9262749117428939
98,0.198117076333574
116,0.6117846006850414
119,10.75951258159671
103,0.16346898435635637
112,0.5678123695170711
105,0.08934491854616056
97,16.9444411770032
107,0.7724929581887352
101,0.5429724202050039
121,0.3747354325096808
100,0.19349526771173942
111,1.7102163427638573
106,0.16369467395634274
117,0.09852933121817387
122,1.0193392366141154
118,1.9182966082357495
120,0.37821041841326064
123,7.0135552289579834
126,0.07673417832216956
127,0.06137581170821704
125,0.1364842554329755
124,0.8562604187235365
