Batch Id,batch_num_tokens,batch_num_prefill_tokens,batch_num_decode_tokens,batch_size,batch_num_completed_prefills,batch_execution_time,kv_free_blocks_before,kv_free_blocks_after,batch_request_ids,num_requests_not_selected,num_requests_initiated_not_completed,num_decode_phase_total,num_prefill_queue_total,num_not_initiated_in_queue,total_requests_batch_start,replica
153,512,508,4,5,0,0.024006,28556,28556,0;1;2;3;4,0,5,4,1,0,5,1
154,512,508,4,5,0,0.024463,28525,28525,0;1;2;3;4,0,5,4,1,0,5,1
155,512,508,4,5,0,0.024905,28493,28493,0;1;2;3;4,0,5,4,1,0,5,1
156,512,508,4,5,0,0.025415,28461,28461,0;1;2;3;4,0,5,4,1,0,5,1
157,512,508,4,5,0,0.025950,28429,28429,0;1;2;3;4,0,5,4,1,0,5,1
158,512,508,4,5,0,0.026349,28398,28398,0;1;2;3;4,0,5,4,1,0,5,1
159,512,508,4,5,0,0.026808,28366,28366,0;1;2;3;4,0,5,4,1,0,5,1
160,512,508,4,5,0,0.027236,28334,28334,0;1;2;3;4,0,5,4,1,0,5,1
161,512,508,4,5,0,0.027687,28302,28302,0;1;2;3;4,0,5,4,1,0,5,1
162,512,508,4,5,0,0.028053,28271,28271,0;1;2;3;4,0,5,4,1,0,5,1
163,413,409,4,5,1,0.022470,28245,28245,0;1;2;3;4,0,5,4,1,0,5,1
164,5,0,5,5,0,0.007817,28245,28245,0;1;2;3;4,0,5,5,0,0,5,1
165,5,0,5,5,0,0.007817,28245,28245,0;1;2;3;4,0,5,5,0,0,5,1
166,4,0,4,4,0,0.007770,28672,28672,0;1;2;3,0,4,4,0,0,4,1
167,4,0,4,4,0,0.007770,28672,28672,0;1;2;3,0,4,4,0,0,4,1
168,4,0,4,4,0,0.007770,28672,28672,0;1;2;3,0,4,4,0,0,4,1
169,4,0,4,4,0,0.007770,28667,28667,0;1;2;3,0,4,4,0,0,4,1
170,4,0,4,4,0,0.007770,28667,28667,0;1;2;3,0,4,4,0,0,4,1
171,4,0,4,4,0,0.007770,28667,28667,0;1;2;3,0,4,4,0,0,4,1
172,4,0,4,4,0,0.007770,28667,28667,0;1;2;3,0,4,4,0,0,4,1
173,4,0,4,4,0,0.007770,28667,28667,0;1;2;3,0,4,4,0,0,4,1
174,4,0,4,4,0,0.007770,28667,28667,0;1;2;3,0,4,4,0,0,4,1
175,4,0,4,4,0,0.007770,28667,28667,0;1;2;3,0,4,4,0,0,4,1
176,4,0,4,4,0,0.007770,28667,28667,0;1;2;3,0,4,4,0,0,4,1
177,4,0,4,4,0,0.007770,28667,28667,0;1;2;3,0,4,4,0,0,4,1
178,4,0,4,4,0,0.007770,28667,28667,0;1;2;3,0,4,4,0,0,4,1
179,4,0,4,4,0,0.007770,28662,28662,0;1;2;3,0,4,4,0,0,4,1
180,4,0,4,4,0,0.007770,28662,28662,0;1;2;3,0,4,4,0,0,4,1
181,4,0,4,4,0,0.007770,28662,28662,0;1;2;3,0,4,4,0,0,4,1
182,4,0,4,4,0,0.007770,28662,28662,0;1;2;3,0,4,4,0,0,4,1
183,4,0,4,4,0,0.007770,28662,28662,0;1;2;3,0,4,4,0,0,4,1
184,4,0,4,4,0,0.007770,28662,28662,0;1;2;3,0,4,4,0,0,4,1
185,4,0,4,4,0,0.007770,28662,28662,0;1;2;3,0,4,4,0,0,4,1
186,4,0,4,4,0,0.007770,28662,28662,0;1;2;3,0,4,4,0,0,4,1
187,4,0,4,4,0,0.007770,28662,28662,0;1;2;3,0,4,4,0,0,4,1
188,4,0,4,4,0,0.007770,28662,28662,0;1;2;3,0,4,4,0,0,4,1
189,4,0,4,4,0,0.007770,28662,28662,0;1;2;3,0,4,4,0,0,4,1
190,4,0,4,4,0,0.007770,28662,28662,0;1;2;3,0,4,4,0,0,4,1
191,4,0,4,4,0,0.007770,28657,28657,0;1;2;3,0,4,4,0,0,4,1
192,4,0,4,4,0,0.007770,28657,28657,0;1;2;3,0,4,4,0,0,4,1
193,4,0,4,4,0,0.007743,28657,28657,0;1;2;3,0,4,4,0,0,4,1
194,4,0,4,4,0,0.007743,28657,28657,0;1;2;3,0,4,4,0,0,4,1
195,4,0,4,4,0,0.007743,28657,28657,0;1;2;3,0,4,4,0,0,4,1
196,4,0,4,4,0,0.007743,28657,28657,0;1;2;3,0,4,4,0,0,4,1
197,4,0,4,4,0,0.007743,28657,28657,0;1;2;3,0,4,4,0,0,4,1
198,4,0,4,4,0,0.007743,28657,28657,0;1;2;3,0,4,4,0,0,4,1
199,4,0,4,4,0,0.007743,28657,28657,0;1;2;3,0,4,4,0,0,4,1
200,4,0,4,4,0,0.007743,28657,28657,0;1;2;3,0,4,4,0,0,4,1
201,4,0,4,4,0,0.007743,28657,28657,0;1;2;3,0,4,4,0,0,4,1
202,4,0,4,4,0,0.007743,28657,28657,0;1;2;3,0,4,4,0,0,4,1
203,4,0,4,4,0,0.007743,28657,28657,0;1;2;3,0,4,4,0,0,4,1
204,4,0,4,4,0,0.007743,28657,28657,0;1;2;3,0,4,4,0,0,4,1
205,4,0,4,4,0,0.007743,28657,28657,0;1;2;3,0,4,4,0,0,4,1
206,4,0,4,4,0,0.007743,28657,28657,0;1;2;3,0,4,4,0,0,4,1
207,4,0,4,4,0,0.007743,28657,28657,0;1;2;3,0,4,4,0,0,4,1
208,4,0,4,4,0,0.007743,28657,28657,0;1;2;3,0,4,4,0,0,4,1
209,4,0,4,4,0,0.007743,28657,28657,0;1;2;3,0,4,4,0,0,4,1
210,4,0,4,4,0,0.007743,28657,28657,0;1;2;3,0,4,4,0,0,4,1
211,4,0,4,4,0,0.007743,28657,28657,0;1;2;3,0,4,4,0,0,4,1
212,4,0,4,4,0,0.007743,28657,28657,0;1;2;3,0,4,4,0,0,4,1
213,4,0,4,4,0,0.007743,28657,28657,0;1;2;3,0,4,4,0,0,4,1
214,4,0,4,4,0,0.007743,28657,28657,0;1;2;3,0,4,4,0,0,4,1
215,4,0,4,4,0,0.007743,28657,28657,0;1;2;3,0,4,4,0,0,4,1
216,4,0,4,4,0,0.007743,28657,28657,0;1;2;3,0,4,4,0,0,4,1
217,4,0,4,4,0,0.007743,28657,28657,0;1;2;3,0,4,4,0,0,4,1
218,4,0,4,4,0,0.007743,28657,28657,0;1;2;3,0,4,4,0,0,4,1
219,4,0,4,4,0,0.007743,28657,28657,0;1;2;3,0,4,4,0,0,4,1
220,4,0,4,4,0,0.007743,28657,28657,0;1;2;3,0,4,4,0,0,4,1
221,4,0,4,4,0,0.007743,28657,28657,0;1;2;3,0,4,4,0,0,4,1
222,4,0,4,4,0,0.007743,28657,28657,0;1;2;3,0,4,4,0,0,4,1
223,4,0,4,4,0,0.007743,28657,28657,0;1;2;3,0,4,4,0,0,4,1
224,4,0,4,4,0,0.007743,28657,28657,0;1;2;3,0,4,4,0,0,4,1
225,4,0,4,4,0,0.007743,28657,28657,0;1;2;3,0,4,4,0,0,4,1
226,4,0,4,4,0,0.007743,28657,28657,0;1;2;3,0,4,4,0,0,4,1
227,4,0,4,4,0,0.007743,28657,28657,0;1;2;3,0,4,4,0,0,4,1
228,4,0,4,4,0,0.007743,28652,28652,0;1;2;3,0,4,4,0,0,4,1
229,4,0,4,4,0,0.007743,28652,28652,0;1;2;3,0,4,4,0,0,4,1
230,4,0,4,4,0,0.007743,28652,28652,0;1;2;3,0,4,4,0,0,4,1
231,4,0,4,4,0,0.007743,28652,28652,0;1;2;3,0,4,4,0,0,4,1
232,4,0,4,4,0,0.007743,28652,28652,0;1;2;3,0,4,4,0,0,4,1
233,4,0,4,4,0,0.007743,28652,28652,0;1;2;3,0,4,4,0,0,4,1
234,4,0,4,4,0,0.007743,28652,28652,0;1;2;3,0,4,4,0,0,4,1
235,4,0,4,4,0,0.007743,28652,28652,0;1;2;3,0,4,4,0,0,4,1
236,4,0,4,4,0,0.007743,28652,28652,0;1;2;3,0,4,4,0,0,4,1
237,4,0,4,4,0,0.007743,28652,28652,0;1;2;3,0,4,4,0,0,4,1
238,4,0,4,4,0,0.007743,28652,28652,0;1;2;3,0,4,4,0,0,4,1
239,4,0,4,4,0,0.007743,28652,28652,0;1;2;3,0,4,4,0,0,4,1
240,4,0,4,4,0,0.007743,28652,28652,0;1;2;3,0,4,4,0,0,4,1
241,4,0,4,4,0,0.007743,28652,28652,0;1;2;3,0,4,4,0,0,4,1
242,4,0,4,4,0,0.007743,28652,28652,0;1;2;3,0,4,4,0,0,4,1
243,4,0,4,4,0,0.007743,28652,28652,0;1;2;3,0,4,4,0,0,4,1
244,4,0,4,4,0,0.007743,28652,28652,0;1;2;3,0,4,4,0,0,4,1
245,4,0,4,4,0,0.007743,28652,28652,0;1;2;3,0,4,4,0,0,4,1
246,4,0,4,4,0,0.007743,28652,28652,0;1;2;3,0,4,4,0,0,4,1
247,4,0,4,4,0,0.007743,28652,28652,0;1;2;3,0,4,4,0,0,4,1
248,4,0,4,4,0,0.007743,28652,28652,0;1;2;3,0,4,4,0,0,4,1
249,4,0,4,4,0,0.007743,28647,28647,0;1;2;3,0,4,4,0,0,4,1
250,4,0,4,4,0,0.007743,28647,28647,0;1;2;3,0,4,4,0,0,4,1
251,4,0,4,4,0,0.007743,28647,28647,0;1;2;3,0,4,4,0,0,4,1
252,4,0,4,4,0,0.007743,28647,28647,0;1;2;3,0,4,4,0,0,4,1
253,4,0,4,4,0,0.007743,28647,28647,0;1;2;3,0,4,4,0,0,4,1
254,4,0,4,4,0,0.007743,28647,28647,0;1;2;3,0,4,4,0,0,4,1
255,4,0,4,4,0,0.007743,28647,28647,0;1;2;3,0,4,4,0,0,4,1
256,4,0,4,4,0,0.007743,28647,28647,0;1;2;3,0,4,4,0,0,4,1
257,4,0,4,4,0,0.007743,28647,28647,0;1;2;3,0,4,4,0,0,4,1
258,4,0,4,4,0,0.007743,28647,28647,0;1;2;3,0,4,4,0,0,4,1
259,4,0,4,4,0,0.007743,28642,28642,0;1;2;3,0,4,4,0,0,4,1
260,4,0,4,4,0,0.007743,28642,28642,0;1;2;3,0,4,4,0,0,4,1
261,4,0,4,4,0,0.007743,28642,28642,0;1;2;3,0,4,4,0,0,4,1
262,4,0,4,4,0,0.007743,28642,28642,0;1;2;3,0,4,4,0,0,4,1
263,4,0,4,4,0,0.007743,28642,28642,0;1;2;3,0,4,4,0,0,4,1
264,4,0,4,4,0,0.007743,28642,28642,0;1;2;3,0,4,4,0,0,4,1
265,4,0,4,4,0,0.007743,28642,28642,0;1;2;3,0,4,4,0,0,4,1
266,4,0,4,4,0,0.007743,28642,28642,0;1;2;3,0,4,4,0,0,4,1
267,4,0,4,4,0,0.007743,28642,28642,0;1;2;3,0,4,4,0,0,4,1
268,4,0,4,4,0,0.007743,28642,28642,0;1;2;3,0,4,4,0,0,4,1
269,4,0,4,4,0,0.007743,28642,28642,0;1;2;3,0,4,4,0,0,4,1
270,4,0,4,4,0,0.007743,28642,28642,0;1;2;3,0,4,4,0,0,4,1
271,4,0,4,4,0,0.007743,28637,28637,0;1;2;3,0,4,4,0,0,4,1
272,4,0,4,4,0,0.007743,28637,28637,0;1;2;3,0,4,4,0,0,4,1
273,4,0,4,4,0,0.007743,28637,28637,0;1;2;3,0,4,4,0,0,4,1
274,4,0,4,4,0,0.007743,28637,28637,0;1;2;3,0,4,4,0,0,4,1
275,4,0,4,4,0,0.007743,28637,28637,0;1;2;3,0,4,4,0,0,4,1
276,4,0,4,4,0,0.007743,28637,28637,0;1;2;3,0,4,4,0,0,4,1
277,4,0,4,4,0,0.007743,28637,28637,0;1;2;3,0,4,4,0,0,4,1
278,4,0,4,4,0,0.007743,28637,28637,0;1;2;3,0,4,4,0,0,4,1
279,4,0,4,4,0,0.007743,28637,28637,0;1;2;3,0,4,4,0,0,4,1
280,4,0,4,4,0,0.007743,28637,28637,0;1;2;3,0,4,4,0,0,4,1
281,4,0,4,4,0,0.007743,28637,28637,0;1;2;3,0,4,4,0,0,4,1
282,4,0,4,4,0,0.007743,28637,28637,0;1;2;3,0,4,4,0,0,4,1
283,4,0,4,4,0,0.007743,28637,28637,0;1;2;3,0,4,4,0,0,4,1
284,4,0,4,4,0,0.007743,28637,28637,0;1;2;3,0,4,4,0,0,4,1
285,4,0,4,4,0,0.007743,28637,28637,0;1;2;3,0,4,4,0,0,4,1
286,4,0,4,4,0,0.007743,28637,28637,0;1;2;3,0,4,4,0,0,4,1
287,4,0,4,4,0,0.007743,28637,28637,0;1;2;3,0,4,4,0,0,4,1
288,4,0,4,4,0,0.007743,28637,28637,0;1;2;3,0,4,4,0,0,4,1
289,4,0,4,4,0,0.007743,28637,28637,0;1;2;3,0,4,4,0,0,4,1
290,4,0,4,4,0,0.007743,28637,28637,0;1;2;3,0,4,4,0,0,4,1
291,4,0,4,4,0,0.007743,28637,28637,0;1;2;3,0,4,4,0,0,4,1
292,4,0,4,4,0,0.007743,28637,28637,0;1;2;3,0,4,4,0,0,4,1
293,4,0,4,4,0,0.007743,28637,28637,0;1;2;3,0,4,4,0,0,4,1
294,4,0,4,4,0,0.007743,28637,28637,0;1;2;3,0,4,4,0,0,4,1
295,4,0,4,4,0,0.007743,28637,28637,0;1;2;3,0,4,4,0,0,4,1
296,4,0,4,4,0,0.007743,28637,28637,0;1;2;3,0,4,4,0,0,4,1
297,4,0,4,4,0,0.007743,28637,28637,0;1;2;3,0,4,4,0,0,4,1
298,4,0,4,4,0,0.007743,28637,28637,0;1;2;3,0,4,4,0,0,4,1
299,4,0,4,4,0,0.007743,28637,28637,0;1;2;3,0,4,4,0,0,4,1
300,4,0,4,4,0,0.007743,28637,28637,0;1;2;3,0,4,4,0,0,4,1
301,4,0,4,4,0,0.007743,28637,28637,0;1;2;3,0,4,4,0,0,4,1
302,4,0,4,4,0,0.007743,28637,28637,0;1;2;3,0,4,4,0,0,4,1
303,4,0,4,4,0,0.007743,28637,28637,0;1;2;3,0,4,4,0,0,4,1
304,4,0,4,4,0,0.007743,28637,28637,0;1;2;3,0,4,4,0,0,4,1
305,4,0,4,4,0,0.007743,28637,28637,0;1;2;3,0,4,4,0,0,4,1
306,512,508,4,5,0,0.022914,28601,28601,0;1;2;3;5,0,5,4,1,0,5,1
307,512,508,4,5,0,0.023412,28569,28569,0;1;2;3;5,0,5,4,1,0,5,1
308,512,508,4,5,0,0.023856,28532,28532,0;1;2;3;5,0,5,4,1,0,5,1
309,512,508,4,5,0,0.024335,28501,28501,0;1;2;3;5,0,5,4,1,0,5,1
310,512,508,4,5,0,0.024847,28469,28469,0;1;2;3;5,0,5,4,1,0,5,1
311,512,508,4,5,0,0.025270,28437,28437,0;1;2;3;5,0,5,4,1,0,5,1
312,512,508,4,5,0,0.025825,28405,28405,0;1;2;3;5,0,5,4,1,0,5,1
313,512,508,4,5,0,0.026288,28374,28374,0;1;2;3;5,0,5,4,1,0,5,1
314,512,508,4,5,0,0.026682,28342,28342,0;1;2;3;5,0,5,4,1,0,5,1
315,266,262,4,5,1,0.016304,28325,28325,0;1;2;3;5,0,5,4,1,0,5,1
316,5,0,5,5,0,0.007775,28325,28325,0;1;2;3;5,0,5,5,0,0,5,1
317,5,0,5,5,0,0.007775,28325,28325,0;1;2;3;5,0,5,5,0,0,5,1
318,5,0,5,5,0,0.007775,28325,28325,0;1;2;3;5,0,5,5,0,0,5,1
319,5,0,5,5,0,0.007775,28325,28325,0;1;2;3;5,0,5,5,0,0,5,1
320,5,0,5,5,0,0.007775,28325,28325,0;1;2;3;5,0,5,5,0,0,5,1
321,5,0,5,5,0,0.007775,28325,28325,0;1;2;3;5,0,5,5,0,0,5,1
322,5,0,5,5,0,0.007775,28325,28325,0;1;2;3;5,0,5,5,0,0,5,1
323,5,0,5,5,0,0.007775,28325,28325,0;1;2;3;5,0,5,5,0,0,5,1
324,5,0,5,5,0,0.007775,28325,28325,0;1;2;3;5,0,5,5,0,0,5,1
325,5,0,5,5,0,0.007775,28325,28325,0;1;2;3;5,0,5,5,0,0,5,1
326,5,0,5,5,0,0.007781,28325,28325,0;1;2;3;5,0,5,5,0,0,5,1
327,5,0,5,5,0,0.007781,28325,28325,0;1;2;3;5,0,5,5,0,0,5,1
328,5,0,5,5,0,0.007781,28325,28325,0;1;2;3;5,0,5,5,0,0,5,1
329,5,0,5,5,0,0.007781,28320,28320,0;1;2;3;5,0,5,5,0,0,5,1
330,5,0,5,5,0,0.007781,28320,28320,0;1;2;3;5,0,5,5,0,0,5,1
331,5,0,5,5,0,0.007781,28320,28320,0;1;2;3;5,0,5,5,0,0,5,1
332,5,0,5,5,0,0.007781,28320,28320,0;1;2;3;5,0,5,5,0,0,5,1
333,5,0,5,5,0,0.007781,28320,28320,0;1;2;3;5,0,5,5,0,0,5,1
334,5,0,5,5,0,0.007781,28320,28320,0;1;2;3;5,0,5,5,0,0,5,1
335,5,0,5,5,0,0.007781,28320,28320,0;1;2;3;5,0,5,5,0,0,5,1
336,5,0,5,5,0,0.007781,28320,28320,0;1;2;3;5,0,5,5,0,0,5,1
337,5,0,5,5,0,0.007781,28320,28320,0;1;2;3;5,0,5,5,0,0,5,1
338,5,0,5,5,0,0.007781,28320,28320,0;1;2;3;5,0,5,5,0,0,5,1
339,5,0,5,5,0,0.007781,28315,28315,0;1;2;3;5,0,5,5,0,0,5,1
340,5,0,5,5,0,0.007781,28315,28315,0;1;2;3;5,0,5,5,0,0,5,1
341,5,0,5,5,0,0.007781,28315,28315,0;1;2;3;5,0,5,5,0,0,5,1
342,5,0,5,5,0,0.007781,28315,28315,0;1;2;3;5,0,5,5,0,0,5,1
343,5,0,5,5,0,0.007781,28315,28315,0;1;2;3;5,0,5,5,0,0,5,1
344,5,0,5,5,0,0.007781,28315,28315,0;1;2;3;5,0,5,5,0,0,5,1
345,5,0,5,5,0,0.007781,28315,28315,0;1;2;3;5,0,5,5,0,0,5,1
346,5,0,5,5,0,0.007781,28315,28315,0;1;2;3;5,0,5,5,0,0,5,1
347,5,0,5,5,0,0.007781,28315,28315,0;1;2;3;5,0,5,5,0,0,5,1
348,5,0,5,5,0,0.007781,28315,28315,0;1;2;3;5,0,5,5,0,0,5,1
349,5,0,5,5,0,0.007781,28315,28315,0;1;2;3;5,0,5,5,0,0,5,1
350,5,0,5,5,0,0.007781,28315,28315,0;1;2;3;5,0,5,5,0,0,5,1
351,5,0,5,5,0,0.007781,28310,28310,0;1;2;3;5,0,5,5,0,0,5,1
352,5,0,5,5,0,0.007781,28310,28310,0;1;2;3;5,0,5,5,0,0,5,1
353,5,0,5,5,0,0.007781,28310,28310,0;1;2;3;5,0,5,5,0,0,5,1
354,5,0,5,5,0,0.007781,28310,28310,0;1;2;3;5,0,5,5,0,0,5,1
355,5,0,5,5,0,0.007781,28310,28310,0;1;2;3;5,0,5,5,0,0,5,1
356,5,0,5,5,0,0.007781,28310,28310,0;1;2;3;5,0,5,5,0,0,5,1
357,5,0,5,5,0,0.007781,28310,28310,0;1;2;3;5,0,5,5,0,0,5,1
358,5,0,5,5,0,0.007781,28310,28310,0;1;2;3;5,0,5,5,0,0,5,1
359,5,0,5,5,0,0.007781,28310,28310,0;1;2;3;5,0,5,5,0,0,5,1
360,5,0,5,5,0,0.007781,28310,28310,0;1;2;3;5,0,5,5,0,0,5,1
361,5,0,5,5,0,0.007781,28310,28310,0;1;2;3;5,0,5,5,0,0,5,1
362,5,0,5,5,0,0.007781,28310,28310,0;1;2;3;5,0,5,5,0,0,5,1
363,5,0,5,5,0,0.007781,28310,28310,0;1;2;3;5,0,5,5,0,0,5,1
364,5,0,5,5,0,0.007781,28310,28310,0;1;2;3;5,0,5,5,0,0,5,1
365,5,0,5,5,0,0.007781,28310,28310,0;1;2;3;5,0,5,5,0,0,5,1
366,5,0,5,5,0,0.007781,28310,28310,0;1;2;3;5,0,5,5,0,0,5,1
367,5,0,5,5,0,0.007781,28310,28310,0;1;2;3;5,0,5,5,0,0,5,1
368,5,0,5,5,0,0.007781,28310,28310,0;1;2;3;5,0,5,5,0,0,5,1
369,5,0,5,5,0,0.007781,28310,28310,0;1;2;3;5,0,5,5,0,0,5,1
370,5,0,5,5,0,0.007781,28310,28310,0;1;2;3;5,0,5,5,0,0,5,1
371,5,0,5,5,0,0.007781,28310,28310,0;1;2;3;5,0,5,5,0,0,5,1
372,5,0,5,5,0,0.007781,28310,28310,0;1;2;3;5,0,5,5,0,0,5,1
373,5,0,5,5,0,0.007781,28310,28310,0;1;2;3;5,0,5,5,0,0,5,1
374,5,0,5,5,0,0.007781,28310,28310,0;1;2;3;5,0,5,5,0,0,5,1
375,5,0,5,5,0,0.007781,28310,28310,0;1;2;3;5,0,5,5,0,0,5,1
376,5,0,5,5,0,0.007781,28310,28310,0;1;2;3;5,0,5,5,0,0,5,1
377,512,507,5,6,0,0.022979,28274,28274,0;1;2;3;5;6,0,6,5,1,0,6,1
378,512,507,5,6,0,0.023478,28242,28242,0;1;2;3;5;6,0,6,5,1,0,6,1
379,512,507,5,6,0,0.023921,28210,28210,0;1;2;3;5;6,0,6,5,1,0,6,1
380,512,507,5,6,0,0.024400,28179,28179,0;1;2;3;5;6,0,6,5,1,0,6,1
381,512,507,5,6,0,0.024912,28147,28147,0;1;2;3;5;6,0,6,5,1,0,6,1
